"component","label","Hypothesis","prior_prob","post_prob","inclusion_BF","BF_error_percent"
"Effect","Spike(0)","Null",0.5,0.5946,1.46669955599408,2.01225107012948
"Effect","Normal(0, 0.71)","Alternative",0.5,0.4054,0.681802892700975,2.01225107012949
"Heterogeneity","Spike(0)","Null",0.5,0.00266666666666667,0.00267379679144385,16.9041625876853
"Heterogeneity","Normal(0, 0.35)[0, Inf]","Alternative",0.5,0.997333333333333,374,16.904162587685
"Publication Bias","None","Null",0.5,0.0273333333333333,0.0281014393420151,4.85589345765163
"Publication Bias","omega[two-sided: .05]","Alternative",0.0416666666666667,0.0281666666666667,0.666609500943234,4.20099274987169
"Publication Bias","omega[two-sided: .05, .1]","Alternative",0.0416666666666667,0.1612,4.42012398664759,3.16518702933839
"Publication Bias","omega[one-sided: .05]","Alternative",0.0416666666666667,0.206266666666667,5.97698639341508,2.69043060564781
"Publication Bias","omega[one-sided: .025, .05]","Alternative",0.0416666666666667,0.242833333333333,7.37640325775919,2.57895887649785
"Publication Bias","omega[one-sided: .05, .5]","Alternative",0.0416666666666667,0.117466666666667,3.06133857078108,3.11639390144446
"Publication Bias","omega[one-sided: .025, .05, .5]","Alternative",0.0416666666666667,0.1664,4.59117082533589,2.61526329378163
"Publication Bias","PET","Alternative",0.125,0.0244666666666667,0.175562085696713,4.38117522116289
"Publication Bias","PEESE","Alternative",0.125,0.0258666666666667,0.185874623597044,4.44205912273005
