"component","label","Hypothesis","prior_prob","post_prob","inclusion_BF","BF_error_percent"
"Effect","Spike(0)","Null",0.5,0.979966666666667,48.9168053244592,7.5765997600105
"Effect","Normal(0, 0.71)","Alternative",0.5,0.0200333333333333,0.0204428722065376,7.5765997600105
"Heterogeneity","Spike(0)","Null",0.5,0.9463,17.6219739292365,3.98115309699455
"Heterogeneity","Normal(0, 0.35)[0, Inf]","Alternative",0.5,0.0537,0.0567473317129874,3.98115309699455
"Publication Bias","None","Null",0.5,0.00626666666666667,0.00630618542868644,9.05564502852861
"Publication Bias","omega[two-sided: .05]","Alternative",0.0416666666666667,0.0444333333333333,1.06948756409809,3.49012225829316
"Publication Bias","omega[two-sided: .05, .1]","Alternative",0.0416666666666667,0.0231666666666667,0.545470056304385,4.44111830145804
"Publication Bias","omega[one-sided: .05]","Alternative",0.0416666666666667,0.0474,1.14444677724123,3.35542224356034
"Publication Bias","omega[one-sided: .025, .05]","Alternative",0.0416666666666667,0.286633333333333,9.24148404280174,2.38582890268615
"Publication Bias","omega[one-sided: .05, .5]","Alternative",0.0416666666666667,0.0409666666666667,0.982482360710438,3.86918770167941
"Publication Bias","omega[one-sided: .025, .05, .5]","Alternative",0.0416666666666667,0.2188,6.44188428059396,2.87146205884506
"Publication Bias","PET","Alternative",0.125,0.217866666666667,1.94988066825776,2.73082332196009
"Publication Bias","PEESE","Alternative",0.125,0.114466666666667,0.904840773921554,3.55262817162569
