"dataset_id","analysis_id","stratum","ODR","EDR","Soric_FDR","MissingN","run_id"
"dai2025_fasting_fat_mass","nutrition_v4__fasting__dai2025__fat_mass__main","fasting",0.2,0.129078741165632,0.355116278064494,0,"20260515T183859_dai2025_fasting_fat_mass"
"fernando2019_fasting_bmi","nutrition_v4__fasting__fernando2019__bmi__main","fasting",0.26,0.327133419711747,0.108255618080993,0,"20260516T154726_fernando2019_fasting_bmi"
"gu2022_fasting_bmi","nutrition_v4__fasting__gu2022__bmi__main","fasting",0.2,0.0565332309410867,0.878353229067196,0.950092028515644,"20260516T154754_gu2022_fasting_bmi"
"gu2022_fasting_fat_free_mass","nutrition_v4__fasting__gu2022__fat_free_mass__main","fasting",0.07,0.0500000000000001,1,0,"20260515T183928_gu2022_fasting_fat_free_mass"
"gu2022_fasting_fat_mass","nutrition_v4__fasting__gu2022__fat_mass__main","fasting",0,0.0527944973329338,0.944282523968428,0,"20260515T183934_gu2022_fasting_fat_mass"
"gu2022_fasting_total_cholesterol","nutrition_v4__fasting__gu2022__total_cholesterol__main","fasting",0.11,0.0708512305944272,0.690214784292542,0,"20260515T183948_gu2022_fasting_total_cholesterol"
"gu2022_fasting_triglycerides","nutrition_v4__fasting__gu2022__triglycerides__main","fasting",0.05,0.0805574558125565,0.600710549023509,0,"20260515T183958_gu2022_fasting_triglycerides"
"jahrami2020_fasting_body_weight","nutrition_v4__fasting__jahrami2020__body_weight__main","fasting",0.62,0.0623754959662139,0.791154564001681,0,"20260515T184004_jahrami2020_fasting_body_weight"
"khalafi2025_fasting_alanine_aminotransferase","nutrition_v4__fasting__khalafi2025__alanine_aminotransferase__main","fasting",0.3,0.281138755674861,0.1345769715977,0,"20260515T184019_khalafi2025_fasting_alanine_aminotransferase"
"khalafi2025_fasting_aspartate_aminotransferase","nutrition_v4__fasting__khalafi2025__aspartate_aminotransferase__main","fasting",0.28,0.217212679065097,0.189672780030123,0,"20260515T184032_khalafi2025_fasting_aspartate_aminotransferase"
"kordvarkaneh2020_fasting_diastolic_blood_pressure","nutrition_v4__fasting__kordvarkaneh2020__diastolic_blood_pressure__main","fasting",0.48,0.521224697781519,0.0483451767047718,0,"20260515T184044_kordvarkaneh2020_fasting_diastolic_blood_pressure"
"kordvarkaneh2020_fasting_systolic_blood_pressure","nutrition_v4__fasting__kordvarkaneh2020__systolic_blood_pressure__main","fasting",0.52,0.394934979785098,0.0806348614629483,0,"20260515T184052_kordvarkaneh2020_fasting_systolic_blood_pressure"
"meng2020_fasting_hdl_cholesterol_excl","nutrition_v4__fasting__meng2020__hdl_cholesterol__excl","fasting",0.24,0.280830618363464,0.1347823835391,0,"20260515T184103_meng2020_fasting_hdl_cholesterol_excl"
"meng2020_fasting_ldl_cholesterol","nutrition_v4__fasting__meng2020__ldl_cholesterol__main","fasting",0.18,0.319719915398065,0.111986189669762,30.8709145660871,"20260515T184116_meng2020_fasting_ldl_cholesterol"
"meng2020_fasting_total_cholesterol","nutrition_v4__fasting__meng2020__total_cholesterol__main","fasting",0.27,0.382015691794209,0.0851417640799392,0,"20260515T184124_meng2020_fasting_total_cholesterol"
"meng2020_fasting_triglycerides","nutrition_v4__fasting__meng2020__triglycerides__main","fasting",0.24,0.19938081939371,0.211343574797444,0,"20260515T184136_meng2020_fasting_triglycerides"
"vieira2016_fasting_fat_oxidation","nutrition_v4__fasting__vieira2016__fat_oxidation__main","fasting",0.38,0.366161084375958,0.0911072868402995,0,"20260515T184155_vieira2016_fasting_fat_oxidation"
"vieira2016_fasting_serum_glucose","nutrition_v4__fasting__vieira2016__serum_glucose__main","fasting",0.29,0.543323044100015,0.0442381924066093,0,"20260515T184157_vieira2016_fasting_serum_glucose"
"vieira2016_fasting_serum_insulin","nutrition_v4__fasting__vieira2016__serum_insulin__main","fasting",0.76,0.482379602650448,0.0564766393295248,0,"20260515T184210_vieira2016_fasting_serum_insulin"
"wang2020_fasting_c_reactive_protein_excl","nutrition_v4__fasting__wang2020__c_reactive_protein__excl","fasting",0.12,0.141156917752226,0.320227079426111,0,"20260516T154822_wang2020_fasting_c_reactive_protein_excl"
"xie2024_fasting_body_fat_excl","nutrition_v4__fasting__xie2024__body_fat__excl","fasting",0.24,0.243399756428386,0.163603555065655,17.9096739800926,"20260515T184227_xie2024_fasting_body_fat_excl"
"xie2024_fasting_lean_mass","nutrition_v4__fasting__xie2024__lean_mass__main","fasting",0.2,0.286032481221427,0.13137402322375,0,"20260515T184239_xie2024_fasting_lean_mass"
"yang2021_fasting_blood_glucose","nutrition_v4__fasting__yang2021__blood_glucose__main","fasting",0.18,0.105173083202734,0.447796643530502,0,"20260515T184254_yang2021_fasting_blood_glucose"
"yang2021_fasting_body_weight","nutrition_v4__fasting__yang2021__body_weight__main","fasting",0.18,0.125470455292287,0.366842305935375,53.2244942895292,"20260515T184259_yang2021_fasting_body_weight"
"yang2021_fasting_triglycerides","nutrition_v4__fasting__yang2021__triglycerides__main","fasting",0.06,0.0500000000000001,1,0,"20260515T184309_yang2021_fasting_triglycerides"
