"component","label","Hypothesis","prior_prob","post_prob","inclusion_BF","BF_error_percent"
"Effect","Spike(0)","Null",0.5,0.956066666666667,21.7617602427921,6.05543181130359
"Effect","Normal(0, 0.71)","Alternative",0.5,0.0439333333333333,0.0459521651209818,6.0554318113036
"Heterogeneity","Spike(0)","Null",0.5,0.741933333333333,2.87496770860243,2.53626524973022
"Heterogeneity","Normal(0, 0.35)[0, Inf]","Alternative",0.5,0.258066666666667,0.347829993710127,2.53626524973022
"Publication Bias","None","Null",0.5,0.4138,0.70590242238144,1.34712207762853
"Publication Bias","omega[two-sided: .05]","Alternative",0.0416666666666667,0.0478,1.15458937198068,2.72515064733068
"Publication Bias","omega[two-sided: .05, .1]","Alternative",0.0416666666666667,0.0512666666666667,1.24285011594407,2.66051015805168
"Publication Bias","omega[one-sided: .05]","Alternative",0.0416666666666667,0.0492666666666667,1.19185190379356,2.66572621663067
"Publication Bias","omega[one-sided: .025, .05]","Alternative",0.0416666666666667,0.0764,1.9025552187094,2.31033935573484
"Publication Bias","omega[one-sided: .05, .5]","Alternative",0.0416666666666667,0.0224666666666667,0.528609425083544,4.09274197806361
"Publication Bias","omega[one-sided: .025, .05, .5]","Alternative",0.0416666666666667,0.0327666666666667,0.779163938380949,3.49272804894926
"Publication Bias","PET","Alternative",0.125,0.142766666666667,1.16580472061282,2.32321291677911
"Publication Bias","PEESE","Alternative",0.125,0.163466666666667,1.36786738922537,1.94758931559967
