"scheme","stratum","weighting","n_source_articles","n_outcomes","article_balanced_mean_log10BF_rigor","article_balanced_median_log10BF_rigor","mean_source_prop_rigor_effect_direction","mean_source_prop_rigor_no_effect_direction","mean_source_prop_rigor_moderate","mean_source_prop_shrink50","mean_source_prop_effect_inconclusive","mean_source_prop_bias_moderate"
"nutrition_domain","caffeine","article_balanced",10,20,-Inf,-0.611356640748357,0.925,0.075,0.025,0.983333333333333,0.608333333333333,0.808333333333333
"nutrition_domain","creatine","article_balanced",8,17,-0.0555973105170773,0.0837637225649605,0.75,0.25,0.1875,0.833333333333333,0.541666666666667,0.270833333333333
"nutrition_domain","diet","article_balanced",15,26,-0.0822077012687679,-0.0995913282264579,0.683333333333333,0.316666666666667,0.0666666666666667,0.8,0.766666666666667,0.483333333333333
"nutrition_domain","fasting","article_balanced",11,25,-Inf,0.162780062317575,0.801515151515152,0.198484848484848,0.343939393939394,0.674242424242424,0.759090909090909,0.359090909090909
"nutrition_domain","fiber","article_balanced",10,22,0.0761533013372572,0.094432019382916,0.85,0.15,0.183333333333333,0.758333333333333,0.666666666666667,0.2
"nutrition_domain","omega3","article_balanced",13,21,0.0791292159973426,0.221956836844864,0.438461538461538,0.561538461538462,0.0307692307692308,0.884615384615385,0.646153846153846,0.194871794871795
"nutrition_domain","protein","article_balanced",9,21,-Inf,-0.103926490951779,0.851851851851852,0.148148148148148,0,0.972222222222222,0.833333333333333,0.435185185185185
"nutrition_domain","vitamind","article_balanced",17,23,-0.0303703187231046,0.158677308858053,0.382352941176471,0.617647058823529,0.426470588235294,0.955882352941177,0.191176470588235,0.367647058823529
"nutrition_domain","Overall","article_balanced",93,175,-Inf,0.000916833519193097,0.674014336917563,0.325985663082437,0.172222222222222,0.860215053763441,0.603046594982079,0.388709677419355
