"stratum","source_article","source_year","outcome_slug","dataset_id","analysis_variant","n_studies","mu_RE","mu_BC","attenuation_pct","shrink50","sign_flip","log10BF_effect","log10BF_het","log10BF_bias","log10BF_no_bias","log10BF_rigor","rigor_direction","rigor_category","rigor_margin","log10BF_rigor_effect","log10BF_rigor_no_effect","ODR","EDR","Soric_FDR","MissingN"
"protein","schoenfeld2017",2017,"muscle_strength","schoenfeld2017_protein_muscle_strength","main",20,0.281972552039937,0.0797895394306191,-71.7030828520791,TRUE,FALSE,-0.0449170928490632,-0.309133227393816,0.421949696073765,-0.421949696073765,0.0283389703078455,"effect","inconclusive_clean_evidence",1.4619359180495,0.0283389703078455,-1.43359694774165,0.15,0.0618465379995787,0.798371253367313,0
"creatine","kazeminasab2025",2025,"vertical_jump","kazeminasab2025_creatine_vertical_jump","main",35,0.297068468582485,0.0588471711361844,-80.1907043797061,TRUE,FALSE,-0.0964605440236319,Inf,0.226115894783495,-0.226115894783495,0.0218842128096778,"effect","inconclusive_clean_evidence",0.439030706854167,0.0218842128096778,-0.417146494044489,0.11,0.295410031819951,0.125532915475391,0
"diet","firth2019",2019,"depression","firth2019_diet_depression","main",16,0.264250621719317,0.0879660703830644,-66.7111207494147,TRUE,FALSE,-0.140297560306029,Inf,0.20763781474261,-0.20763781474261,0.00285201288169126,"effect","inconclusive_clean_evidence",0.345701597449672,0.00285201288169126,-0.342849584567981,0.5,0.511384788578409,0.0502881404556773,0
"omega3","goldberg2007",2007,"painful_tender_joints","goldberg2007_omega3_painful_tender_joints","main",10,0.284400668028414,0.079739394586345,-71.962304048323,TRUE,FALSE,-0.0568287613473327,-0.276501649531491,0.400740739837607,-0.400740739837607,0.00146571392839983,"effect","inconclusive_clean_evidence",0.980938284365092,0.00146571392839983,-0.979472570436692,0.1,0.0695282399664504,0.704349743417055,0
"caffeine","grgic2019",2019,"isokinetic_muscular_strength","grgic2019_caffeine_isokinetic_muscular_strength","main",10,0.158918285875783,0.0541157225275535,-65.9474539199016,TRUE,FALSE,-0.16658139598494,1.66088322942692,0.255353575568709,-0.255353575568709,-0.0104864929329589,"effect","inconclusive_clean_evidence",0.413336607622255,-0.0104864929329589,-0.423823100555214,0.4,0.396118899319063,0.0802365549832655,0
"omega3","abdelhamid2018",2018,"triglycerides","abdelhamid2018_omega3_triglycerides","main",23,0.260720111809805,0.115667049410092,-55.6355477883229,TRUE,FALSE,0.119395607388463,1.53574576720555,0.488233210516648,-0.488233210516648,-0.0113466227259752,"effect","inconclusive_clean_evidence",3.51148869093455,-0.0113466227259752,-3.52283531366053,0.3,0.265921666879239,0.145289784963493,0
"omega3","hu2019",2019,"myocardial_infarction","hu2019_omega3_myocardial_infarction","main",12,0.0501861809036383,0.00435256309726764,-91.3271681189989,TRUE,FALSE,-0.866124546173634,-0.535129229393987,0.330890095787701,-0.330890095787701,-0.0121293130968265,"no_effect","inconclusive_clean_evidence",0.611732862110884,-0.62386217520771,-0.0121293130968265,0.08,0.0500000000000001,1,0
"fiber","so2018",2018,"lactobacillus","so2018_fiber_lactobacillus","main",23,0.16158143931707,0.0449592079796793,-72.1755121320239,TRUE,FALSE,-0.285100697892264,1.24605455439157,0.0302391068077576,-0.0302391068077576,-0.0181014740170336,"effect","inconclusive_clean_evidence",0.0045863317242505,-0.0181014740170336,-0.0226878057412841,0.17,0.179447483766499,0.240666370159768,0
"protein","cermak2012",2012,"leg_press_strength","cermak2012_protein_leg_press_strength","main",13,0.435210169637296,0.159097166772889,-63.4436008456603,TRUE,FALSE,0.0748252924615784,-0.195969797295946,0.498699716833449,-0.498699716833449,-0.0238780235846706,"effect","inconclusive_clean_evidence",2.51330395747431,-0.0238780235846706,-2.53718198105898,0.23,0.0942720546409304,0.505663076207097,0
"diet","cowell2021",2021,"diastolic_blood_pressure","cowell2021_diet_diastolic_blood_pressure","main",20,0.147257355810993,0.032089730641455,-78.2084022460361,TRUE,FALSE,-0.400100757897475,1.7664570223865,0.134776133816062,-0.134776133816062,-0.0338633862133769,"no_effect","inconclusive_clean_evidence",0.126217661135593,-0.16008104734897,-0.0338633862133769,0.25,0.324332663502396,0.10964495044973,0
"fasting","meng2020",2020,"triglycerides","meng2020_fasting_triglycerides","main",33,0.253854544766007,0.071672267892091,-71.7664034897797,TRUE,FALSE,-0.1565126872628,2.54137603807587,0.460828281705835,-0.460828281705835,-0.0415341722035889,"effect","inconclusive_clean_evidence",1.07959221722892,-0.0415341722035889,-1.12112638943251,0.24,0.19938081939371,0.211343574797444,0
"vitamind","chen2024",2024,"fasting_blood_glucose","chen2024_vitamind_fasting_blood_glucose","main",30,0.315538110037988,0.0907270971936475,-71.2468654950349,TRUE,FALSE,-0.127963424914088,Inf,0.482465055233351,-0.482465055233351,-0.0458453193379927,"effect","inconclusive_clean_evidence",1.24000514274669,-0.0458453193379927,-1.28585046208468,0.2,0.39733090996138,0.0798312565674716,0
"caffeine","irwin2020",2020,"executive_function_excl","irwin2020_caffeine_executive_function_excl","exclusion_sensitivity",37,0.288546498828819,0.0970553270688047,-66.364060051762,TRUE,FALSE,-0.0409698500268024,0.811911985477737,0.499412697488955,-0.499412697488955,-0.0489505694191603,"effect","inconclusive_clean_evidence",1.42640309066045,-0.0489505694191603,-1.47535366007961,0.19,0.148763517352397,0.301162011725517,7.41779751908231
"creatine","lanhers2015",2015,"squat_strength","lanhers2015_creatine_squat_strength","main",11,0.319732642016487,0.0802577055285325,-74.8984948729777,TRUE,FALSE,-0.138931016482061,-0.2635733344871,0.307233530653488,-0.307233530653488,-0.0510821537510977,"effect","inconclusive_clean_evidence",0.418531248607965,-0.0510821537510977,-0.469613402359063,0,0.0544597968024214,0.913798376241584,0
"caffeine","irwin2020",2020,"attention_speed","irwin2020_caffeine_attention_speed","main",44,0.673058760700146,0.344009339499451,-48.8886617950568,FALSE,FALSE,0.410892806054541,4.4771067779957,0.530176077544949,-0.530176077544949,-0.0530548228252863,"effect","inconclusive_clean_evidence",Inf,-0.0530548228252863,-Inf,0.41,0.355011806988554,0.0956214622879261,0
"creatine","desai2024",2024,"body_fat_percentage","desai2024_creatine_body_fat_percentage","main",9,0.877754931914515,0.257909855766173,-70.6170997861974,TRUE,FALSE,0.167302253651298,Inf,0.476580967384094,-0.476580967384094,-0.0690155281197766,"effect","inconclusive_clean_evidence",0.981262132121913,-0.0690155281197766,-1.05027766024169,0.44,0.573298519230271,0.0391732612646679,0
"vitamind","stockton2011",2011,"muscle_strength","stockton2011_vitamind_muscle_strength","main",11,0.102457474251681,0.00857297621607215,-91.6326492735775,TRUE,FALSE,-0.686682701683743,-0.587991745189631,0.351827095961673,-0.351827095961673,-0.0706127670745626,"no_effect","inconclusive_clean_evidence",0.472671030275941,-0.543283797350504,-0.0706127670745626,0,0.0500000000000001,1,6.01158905153323
"omega3","abdelhamid2018",2018,"all_cause_mortality","abdelhamid2018_omega3_all_cause_mortality","main",45,0.0180584581224271,0.00035999010975887,-98.0065290883733,TRUE,FALSE,-1.48873908065545,-0.526153703448103,0.517844568779792,-0.517844568779792,-0.0743242929675023,"no_effect","inconclusive_clean_evidence",1.3112320882059,-1.3855563811734,-0.0743242929675023,0.07,0.0500000000000001,1,0
"caffeine","cai2012",2012,"triglycerides","cai2012_caffeine_triglycerides","main",11,0.26597619243022,0.0776125058732833,-70.8197545185758,TRUE,FALSE,-0.142140515077554,1.02884743482092,0.451628734830744,-0.451628734830744,-0.0803511931864359,"effect","inconclusive_clean_evidence",0.777129763936824,-0.0803511931864359,-0.85748095712326,0.27,0.263560726749678,0.147062736678014,0
"fiber","chiavaroli2015",2015,"creatinine","chiavaroli2015_fiber_creatinine","main",12,0.296283994345276,0.0605034488265637,-79.5792381696948,TRUE,FALSE,-0.143032721991764,0.11479634937818,0.300443829911702,-0.300443829911702,-0.0847097614953932,"effect","inconclusive_clean_evidence",0.310088862905753,-0.0847097614953932,-0.394798624401146,0.17,0.0817988614306318,0.590795214330491,0
"creatine","chilibeck2017",2017,"leg_press_strength","chilibeck2017_creatine_leg_press_strength","main",20,0.226736977510349,0.0636993448953313,-71.9060624364088,TRUE,FALSE,-0.169947355149297,-0.129443091185357,0.350876368309079,-0.350876368309079,-0.0943700712341981,"effect","inconclusive_clean_evidence",0.3982516926682,-0.0943700712341981,-0.492621763902398,0.2,0.0585529816230802,0.846239452622702,0
"fiber","so2018",2018,"bifidobacterium","so2018_fiber_bifidobacterium","main",50,0.415724945716168,0.125298899039339,-69.8601442298616,TRUE,FALSE,-0.0724923566072367,Inf,0.573490524721048,-0.573490524721048,-0.0963692700013856,"effect","inconclusive_clean_evidence",Inf,-0.0963692700013856,-Inf,0.4,0.481696766724068,0.0566313071375228,28.4328033018633
"creatine","kazeminasab2025",2025,"leg_press_strength","kazeminasab2025_creatine_leg_press_strength","main",31,0.186206547778692,0.0402330598379244,-78.3933162835167,TRUE,FALSE,-0.276565625823088,-0.323904415722569,0.342220554118038,-0.342220554118038,-0.0995965922462513,"effect","inconclusive_clean_evidence",0.362767511765468,-0.0995965922462513,-0.462364104011719,0.06,0.0509737235668397,0.979892146763476,0
"diet","bueno2013",2013,"hdl_cholesterol","bueno2013_diet_hdl_cholesterol","main",12,0.380986855568076,0.223700474873013,-41.2839389066425,FALSE,FALSE,0.53928064375394,0.00990234317176783,0.576630438849078,-0.576630438849078,-0.0996840105853279,"effect","inconclusive_clean_evidence",3.59925703982009,-0.0996840105853279,-3.69894105040542,0.67,0.293542071874604,0.126666668200759,6.02116273336625
"fiber","thompson2017",2017,"body_weight_excl","thompson2017_fiber_body_weight_excl","exclusion_sensitivity",9,0.478586961289151,0.130164793926584,-72.802269084815,TRUE,FALSE,-0.0371983325548916,3.7780788619375,0.489877238850416,-0.489877238850416,-0.111136792987412,"effect","inconclusive_clean_evidence",0.798788312770295,-0.111136792987412,-0.909925105757707,0.33,0.405047856781424,0.0773075836447899,0
"vitamind","bischoffferrari2005",2005,"nonvertebral_fracture","bischoffferrari2005_vitamind_nonvertebral_fracture","main",5,0.171357783956755,0.0689843034036873,-59.7425329560187,TRUE,FALSE,0.0774511348658151,-0.27682156003316,0.538032924921265,-0.538032924921265,-0.124848264245432,"effect","inconclusive_clean_evidence",0.996278125187078,-0.124848264245432,-1.12112638943251,0.6,0.228886553790352,0.177314642992722,0
"caffeine","wang2022",2022,"exhaustion_time","wang2022_caffeine_exhaustion_time","main",12,0.388735920954155,0.102818902315103,-73.5504498625357,TRUE,FALSE,0.0317465790632442,-0.300248499834364,0.60224096998704,-0.60224096998704,-0.127385778915982,"effect","inconclusive_clean_evidence",2.47431214946321,-0.127385778915982,-2.60169792837919,0.25,0.0783329719814399,0.619264033856413,0
"protein","nunes2022",2022,"leg_strength","nunes2022_protein_leg_strength","main",34,0.345077021198118,0.0998007412378094,-71.0787055912045,TRUE,FALSE,-0.037894502984446,-0.347758143942351,0.604507033635645,-0.604507033635645,-0.127385778915982,"effect","inconclusive_clean_evidence",Inf,-0.127385778915982,-Inf,0.21,0.061024328087762,0.809837226270519,0
"diet","cowell2021",2021,"systolic_blood_pressure","cowell2021_diet_systolic_blood_pressure","main",20,0.125246251716838,0.0400285666564409,-68.0401081008483,TRUE,FALSE,-0.154539867729262,-0.293106353292835,0.549840663801106,-0.549840663801106,-0.129112757741541,"effect","inconclusive_clean_evidence",1.05257699920658,-0.129112757741541,-1.18168975694812,0.25,0.0738618163289313,0.659936678637339,0
"diet","zare2024",2024,"nns_blood_glucose","zare2024_diet_nns_blood_glucose","main",31,0.187131379902921,0.0256608467775929,-86.2872561561267,TRUE,FALSE,-0.44059201314824,Inf,0.292523694411477,-0.292523694411477,-0.142153099588258,"no_effect","inconclusive_clean_evidence",0.154954372491016,-0.297107472079274,-0.142153099588258,0.35,0.40265037401622,0.0780812736279045,0
"diet","ajala2013",2013,"hba1c","ajala2013_diet_hba1c","main",16,0.302012669947098,0.0713972844134278,-76.3595068955438,TRUE,FALSE,-0.188310718198245,Inf,0.524027548595248,-0.524027548595248,-0.159795874483187,"effect","inconclusive_clean_evidence",0.712288563747023,-0.159795874483187,-0.87208443823021,0.38,0.422665040201577,0.0718915633556173,0
"creatine","kazeminasab2025",2025,"wingate_peak_power","kazeminasab2025_creatine_wingate_peak_power","main",21,0.431836154034319,0.167862532492239,-61.1281892625186,TRUE,FALSE,0.223888238630897,0.0236314487961184,0.634734681024966,-0.634734681024966,-0.170812491213248,"effect","inconclusive_clean_evidence",1.68730605879352,-0.170812491213248,-1.85811855000677,0.33,0.0864399066282198,0.556248985164469,0
"vitamind","chen2024",2024,"fasting_insulin","chen2024_vitamind_fasting_insulin","main",18,0.379955640962363,0.0865347607881508,-77.2250359097254,TRUE,FALSE,-0.157768948934712,2.90838357021475,0.569757198649259,-0.569757198649259,-0.17420067613296,"effect","inconclusive_clean_evidence",0.86282765121089,-0.17420067613296,-1.03702832734385,0.28,0.399539689395167,0.0790989608326115,0
"fasting","kordvarkaneh2020",2020,"diastolic_blood_pressure","kordvarkaneh2020_fasting_diastolic_blood_pressure","main",23,0.249314947986844,0.0629208310150723,-74.7625116250982,TRUE,FALSE,-0.239356987247754,Inf,0.506816086319079,-0.506816086319079,-0.180440008912485,"effect","inconclusive_clean_evidence",0.560537219359697,-0.180440008912485,-0.740977228272182,0.48,0.521224697781519,0.0483451767047718,0
"protein","cermak2012",2012,"lean_body_mass","cermak2012_protein_lean_body_mass","main",22,0.416521146475386,0.151741775443354,-63.5692505104729,TRUE,FALSE,0.0948780394380779,-0.194995576740246,0.66109621303855,-0.66109621303855,-0.183974958318887,"effect","inconclusive_clean_evidence",Inf,-0.183974958318887,-Inf,0.18,0.083777541180008,0.575598592359972,0
"fasting","vieira2016",2016,"serum_insulin","vieira2016_fasting_serum_insulin","main",17,0.989746400425148,0.366592961568039,-62.9609199477191,TRUE,FALSE,0.28619545749816,Inf,0.672814550443398,-0.672814550443398,-0.195693295723736,"effect","inconclusive_clean_evidence",Inf,-0.195693295723736,-Inf,0.76,0.482379602650448,0.0564766393295248,0
"fasting","gu2022",2022,"bmi","gu2022_fasting_bmi","main",10,0.231356154032553,0.0596918484253934,-74.1991525252471,TRUE,FALSE,-0.239606669259259,-0.287291095559931,0.545297444090641,-0.545297444090641,-0.197800391583951,"effect","inconclusive_clean_evidence",0.629816312755859,-0.197800391583951,-0.82761670433981,0.2,0.0565332309410867,0.878353229067196,0.950092028515644
"caffeine","rayagonzalez2019",2019,"movement_velocity","rayagonzalez2019_caffeine_movement_velocity","main",10,0.606214782421251,0.148247935998166,-75.5453116128154,TRUE,FALSE,0.0218930769995198,-0.32536474187563,0.676430799037782,-0.676430799037782,-0.199410276119447,"effect","inconclusive_clean_evidence",3.80057524715654,-0.199410276119447,-3.99998552327599,0.4,0.0681857852890556,0.719253904853213,0
"diet","firth2019",2019,"anxiety","firth2019_diet_anxiety","main",11,0.100531418535329,0.00409592594923917,-95.9257255006307,TRUE,FALSE,-0.865987277105612,-0.205555512608876,0.553731916678017,-0.553731916678017,-0.202034669334607,"no_effect","inconclusive_clean_evidence",0.644612796497801,-0.846647465832408,-0.202034669334607,0.18,0.0500000000000001,1,0
"protein","wycherley2010",2010,"body_weight","wycherley2010_protein_body_weight","main",23,0.232512223076278,0.0440846591013201,-81.0398530803872,TRUE,FALSE,-0.33282666134081,3.43556929905008,0.346202222880925,-0.346202222880925,-0.202034669334607,"effect","inconclusive_clean_evidence",0.118178426121426,-0.202034669334607,-0.320213095456033,0.22,0.251055864617862,0.157009330317012,0
"protein","morton2018",2018,"muscle_strength","morton2018_protein_muscle_strength","main",28,0.195000514948791,0.0369082901181996,-81.0727217167134,TRUE,FALSE,-0.299727762358736,-0.0990408123578656,0.665441940463164,-0.665441940463164,-0.239279201594475,"effect","inconclusive_clean_evidence",1.05888996372732,-0.239279201594475,-1.29816916532179,0.18,0.0602963007877924,0.82025081172956,0
"fasting","xie2024",2024,"body_fat_excl","xie2024_fasting_body_fat_excl","exclusion_sensitivity",17,0.357637538814825,0.0761069108742262,-78.7195407041339,TRUE,FALSE,-0.105851810539624,0.691199120398443,0.724916325556084,-0.724916325556084,-0.249533749825565,"effect","inconclusive_clean_evidence",2.54611458200653,-0.249533749825565,-2.7956483318321,0.24,0.243399756428386,0.163603555065655,17.9096739800926
"diet","brandmiller2003",2003,"glycemic_control","brandmiller2003_diet_glycemic_control","main",14,0.549855630911258,0.141035079298323,-74.3505255980392,TRUE,FALSE,-0.023283759740625,0.483631144002422,0.744645885032639,-0.744645885032639,-0.267636609358674,"effect","inconclusive_clean_evidence",3.73234891391732,-0.267636609358674,-3.99998552327599,0.43,0.209904773170865,0.198108688568166,0
"omega3","grosso2014",2014,"depression_diagnosis","grosso2014_omega3_depression_diagnosis","main",12,0.511210507553746,0.125477778621065,-75.4547731771979,TRUE,FALSE,-0.00567486197389856,1.46645910354981,0.717150461650137,-0.717150461650137,-0.267636609358674,"effect","inconclusive_clean_evidence",1.32729936795557,-0.267636609358674,-1.59493597731424,0.58,0.275835139376258,0.138176521410024,0
"caffeine","chen2024",2024,"time_trial_performance_excl","chen2024_caffeine_time_trial_performance_excl","exclusion_sensitivity",14,0.430223205751633,0.0577964731383973,-86.5659331329135,TRUE,FALSE,-0.0642768462966692,-0.279383469782458,0.768732648606814,-0.768732648606814,-0.294060983487056,"effect","inconclusive_clean_evidence",2.38341560918986,-0.294060983487056,-2.67747659267692,0.14,0.0614030457165668,0.804517745922488,0
"protein","milne2006",2006,"complications","milne2006_protein_complications","main",10,0.185833737779103,0.029678484115407,-84.0295500321447,TRUE,FALSE,-0.450579008007558,-0.22018185686707,0.430344632842655,-0.430344632842655,-0.306339471923319,"no_effect","inconclusive_clean_evidence",0.044552176007346,-0.350891647930665,-0.306339471923319,0,0.0513125812290087,0.973073574103692,3.6466701798271
"fiber","khan2018",2018,"systolic_bp","khan2018_fiber_systolic_bp","main",24,0.193131660386892,0.0531722643491682,-72.4683854306173,TRUE,FALSE,-0.161122189354015,0.684028388376566,0.582685768501946,-0.582685768501946,-0.332917707072116,"effect","inconclusive_clean_evidence",0.292862933396023,-0.332917707072116,-0.625780640468139,0.38,0.207014618772157,0.20160930646132,0
"fasting","kordvarkaneh2020",2020,"systolic_blood_pressure","kordvarkaneh2020_fasting_systolic_blood_pressure","main",23,0.189423147920151,0.0535684439273819,-71.7202229423602,TRUE,FALSE,-0.201458908036445,Inf,0.805196566848508,-0.805196566848508,-0.33981461739098,"effect","inconclusive_clean_evidence",1.68569460326553,-0.33981461739098,-2.02550922065651,0.52,0.394934979785098,0.0806348614629483,0
"diet","huang2015",2015,"body_weight","huang2015_diet_body_weight","main",13,0.568276940215916,0.123707972854365,-78.2310412230765,TRUE,FALSE,-0.0545611308507086,Inf,0.800638613567764,-0.800638613567764,-0.344500073525719,"effect","inconclusive_clean_evidence",1.42775176038201,-0.344500073525719,-1.77225183390773,0.46,0.531365034016749,0.0464181808369387,1.05811946844735
"protein","wycherley2010",2010,"triglycerides","wycherley2010_protein_triglycerides","main",13,0.352540671655014,0.0604110140589558,-82.8641008212317,TRUE,FALSE,-0.281372185571504,-0.371636553118766,0.851754024422763,-0.851754024422763,-0.379203115882757,"effect","inconclusive_clean_evidence",2.08882548753768,-0.379203115882757,-2.46802860342044,0.15,0.0503746807148076,0.992170655042845,0
"diet","riosleyvraz2020",2020,"nns_body_mass_index","riosleyvraz2020_diet_nns_body_mass_index","main",23,0.22021523222174,-0.0116307847220623,-105.281553235314,TRUE,TRUE,-0.335435997105068,Inf,0.544710443722485,-0.544710443722485,-0.380283789556495,"no_effect","inconclusive_clean_evidence",0.096676639179289,-0.476960428735784,-0.380283789556495,0.35,0.437393601251561,0.067698436927415,0
"caffeine","wang2022",2022,"trial_time","wang2022_caffeine_trial_time","main",22,0.101470098089913,0.00927327672895126,-90.8610744411283,TRUE,FALSE,-0.720482520962444,-0.733217848271194,0.595843709280425,-0.595843709280425,-0.397579176346364,"no_effect","inconclusive_clean_evidence",0.159727078614472,-0.557306254960836,-0.397579176346364,0,0.0500000000000001,1,15.7645190288357
"diet","rogers2020",2020,"nns_body_weight","rogers2020_diet_nns_body_weight","main",29,0.339253378943667,0.0689338583127698,-79.6807157743251,TRUE,FALSE,-0.26897258367008,1.68872129430709,0.881853120028004,-0.881853120028004,-0.405579328927583,"effect","inconclusive_clean_evidence",2.81618255310535,-0.405579328927583,-3.22176188203293,0.28,0.177946402521628,0.243140508928046,0
"vitamind","mayowilson2011",2011,"all_cause_mortality","mayowilson2011_vitamind_all_cause_mortality","main",16,0.18831287956296,0.0553897062082472,-70.5863420830287,TRUE,FALSE,-0.097222717556718,0.10444160263474,0.873169444989548,-0.873169444989548,-0.406003537646063,"effect","inconclusive_clean_evidence",1.74170906517279,-0.406003537646063,-2.14771260281885,0.44,0.145601704335042,0.308844815870201,0
"protein","finger2015",2015,"lean_body_mass","finger2015_protein_lean_body_mass","main",10,0.222155609229236,0.0280493199714695,-87.3740212687917,TRUE,FALSE,-0.431665352049843,-0.352302759745448,0.767105014904568,-0.767105014904568,-0.470566103854958,"effect","inconclusive_clean_evidence",0.382823403541878,-0.470566103854958,-0.853389507396836,0,0.0500000000000001,0.999999999999999,12.16187469688
"diet","bueno2013",2013,"triglycerides","bueno2013_diet_triglycerides","main",12,0.236694510448274,0.0267243931705251,-88.7093312304067,TRUE,FALSE,-0.391042212755916,-0.442595627901035,0.948164334833091,-0.948164334833091,-0.487514678816229,"effect","inconclusive_clean_evidence",1.50240603225689,-0.487514678816229,-1.98992071107312,0.25,0.0500000000000001,1,0
"omega3","hu2019",2019,"coronary_heart_disease_death","hu2019_omega3_coronary_heart_disease_death","main",12,0.0547099784108851,0.003364038968116,-93.8511418468286,TRUE,FALSE,-0.977411689678371,-0.551953045268193,0.797578485856972,-0.797578485856972,-0.488335138929224,"no_effect","inconclusive_clean_evidence",0.417401195300463,-0.905736334229687,-0.488335138929224,0.08,0.0500000000000001,1,0
"vitamind","reid2014",2014,"femoral_bone_mineral_density","reid2014_vitamind_femoral_bone_mineral_density","main",13,0.20292095949066,0.0220342614787932,-89.1414560949741,TRUE,FALSE,-0.492702997072667,0.765134390594911,0.906520580011789,-0.906520580011789,-0.562002252366327,"effect","clean_evidence_disfavored",0.524286198190433,-0.562002252366327,-1.08628845055676,0.23,0.196973614910655,0.214569598605794,0
"fasting","yang2021",2021,"body_weight","yang2021_fasting_body_weight","main",45,0.236677528015566,0.0324597441878727,-86.2852445434795,TRUE,FALSE,-0.428001222201449,0.714689446252316,1.041203209286,-1.041203209286,-0.564081954566339,"effect","clean_evidence_disfavored",Inf,-0.564081954566339,-Inf,0.18,0.125470455292287,0.366842305935375,53.2244942895292
"caffeine","cai2012",2012,"total_cholesterol","cai2012_caffeine_total_cholesterol","main",22,0.318569655503154,0.054857706233285,-82.7799963726483,TRUE,FALSE,-0.267827543465407,1.5617354620108,1.07810026793597,-1.07810026793597,-0.604449340095806,"effect","clean_evidence_disfavored",2.16485556856476,-0.604449340095806,-2.76930490866057,0.36,0.259349219679829,0.150305523701731,0
"protein","liao2017",2017,"lean_body_mass_excl","liao2017_protein_lean_body_mass_excl","exclusion_sensitivity",15,0.434333182497425,0.0295923251443635,-93.1867224663317,TRUE,FALSE,-0.266746944693403,0.342624842809752,1.0789147067085,-1.0789147067085,-0.606501731851265,"effect","clean_evidence_disfavored",2.03143734532875,-0.606501731851265,-2.63793907718002,0.4,0.112770655604298,0.414081865391192,0
"protein","nunes2022",2022,"bench_press_strength_excl","nunes2022_protein_bench_press_strength_excl","exclusion_sensitivity",47,0.119339497336404,0.00241102203128624,-97.979694832726,TRUE,FALSE,-0.646968759833577,-0.442818519646554,0.860931350167974,-0.860931350167974,-0.707693572740876,"no_effect","clean_evidence_disfavored",0.012219462168602,-0.719913034909478,-0.707693572740876,0.13,0.0500000000000001,0.999999999999999,61.8193779660271
"diet","bueno2013",2013,"ldl_cholesterol","bueno2013_diet_ldl_cholesterol","main",12,0.0244755823695302,0.000372899598170344,-98.4764423884166,TRUE,FALSE,-1.44045926899352,-1.27059419106017,1.14963011570445,-1.14963011570445,-0.724834732931572,"no_effect","clean_evidence_disfavored",0.945749496591348,-1.67058422952292,-0.724834732931572,0.08,0.0500000000000001,1,0
"diet","ndanuko2016",2016,"diastolic_blood_pressure","ndanuko2016_diet_diastolic_blood_pressure","main",18,0.278826363357071,0.0331238189261841,-88.1202700751202,TRUE,FALSE,-0.36261301935279,Inf,1.21434646228331,-1.21434646228331,-0.742594067642375,"effect","clean_evidence_disfavored",1.95608631048624,-0.742594067642375,-2.69868037812862,0.78,0.664384112354093,0.026587020608196,19.3796775142289
"fasting","meng2020",2020,"ldl_cholesterol","meng2020_fasting_ldl_cholesterol","main",34,0.447124078669174,0.031409109358756,-92.9753035326922,TRUE,FALSE,-0.3567292682433,3.87500335360009,1.24067173139189,-1.24067173139189,-0.763832304727778,"effect","clean_evidence_disfavored",3.23615321854821,-0.763832304727778,-3.99998552327599,0.18,0.319719915398065,0.111986189669762,30.8709145660871
"vitamind","bischoffferrari2009",2009,"falls","bischoffferrari2009_vitamind_falls","main",7,0.129188132940994,0.0124756249152485,-90.3430565708797,TRUE,FALSE,-0.652681915686248,-0.571317733475197,1.19651906286382,-1.19651906286382,-0.79167829178101,"effect","clean_evidence_disfavored",0.78788630705903,-0.79167829178101,-1.57956459884004,0.14,0.0500000000000001,1,0
"creatine","lanhers2017",2017,"chest_strength_excl","lanhers2017_creatine_chest_strength_excl","exclusion_sensitivity",45,0.247636715680778,0.0149268514896563,-93.9722785255729,TRUE,FALSE,-0.63407181352745,-0.188007387957711,1.28550554148672,-1.28550554148672,-0.817116855627229,"effect","clean_evidence_disfavored",1.73531958223695,-0.817116855627229,-2.55243643786418,0.11,0.0500004491269973,0.999990544781096,55.9780665004305
"creatine","chilibeck2017",2017,"lean_tissue_mass","chilibeck2017_creatine_lean_tissue_mass","main",21,0.476300082628476,0.0107704193121089,-97.7387324283733,TRUE,FALSE,-0.268399950532889,1.52379418099332,1.30667195090489,-1.30667195090489,-0.83149252192193,"effect","clean_evidence_disfavored",2.390269360111,-0.83149252192193,-3.22176188203293,0.19,0.226992459848473,0.179233300581093,24.2333641940167
"fasting","yang2021",2021,"triglycerides","yang2021_fasting_triglycerides","main",34,0.133781468115808,-0.000488053885177691,-100.36481426916,TRUE,TRUE,-0.712876481485874,-0.377114917572451,1.1595684315559,-1.1595684315559,-0.861262569832081,"effect","clean_evidence_disfavored",0.332296939904679,-0.861262569832081,-1.19355950973676,0.06,0.0500000000000001,1,0
"protein","morton2018",2018,"lean_body_mass","morton2018_protein_lean_body_mass","main",26,0.194749977606341,-0.00123507587524304,-100.634185374716,TRUE,TRUE,-0.581541135069011,-0.484876719416425,1.311215179991,-1.311215179991,-0.880275930816653,"effect","clean_evidence_disfavored",0.987431565051767,-0.880275930816653,-1.86770749586842,0.08,0.0500000000000001,1,0
"caffeine","grgic2018",2018,"max_muscular_strength","grgic2018_caffeine_max_muscular_strength","main",11,0.19388199446994,-0.000931259738755024,-100.480322962068,TRUE,TRUE,-0.599891766744944,-0.470123485181957,1.15694637031629,-1.15694637031629,-0.928652298009658,"effect","clean_evidence_disfavored",0.145497882444392,-0.928652298009658,-1.07415018045405,0,0.0500000000000001,1,15.2371797480097
"creatine","chilibeck2017",2017,"chest_press_strength","chilibeck2017_creatine_chest_press_strength","main",21,0.330807412755254,0.0105616856182478,-96.8073008007043,TRUE,FALSE,-0.514286358496976,-0.222528312236697,1.4723884829845,-1.4723884829845,-1.00313701433821,"effect","clean_evidence_disfavored",1.76616789432236,-1.00313701433821,-2.76930490866057,0.14,0.0501062535103498,0.997767827574001,39.6490035884043
